person_id,task_difficulty,task_id,skill_1,skill_2,skill_3,skill_4,score,predicted_score,penalty_triggered,round
C,4,3,1.9901121605925944,4.669482693667094,2.200139294227283,2.261161256003022,47.55790168773271,76.048416,True,61
D,2,1,2.1094495664502944,2.122773511948079,4.6549528795669,2.1737194465247214,52.872772216796875,55.178177,False,61
A,3,1,4.76953012305303,2.0708267381912364,2.1506120449902584,2.0913817280309726,66.09774780273438,77.99709,False,62
B,3,2,2.061878093619606,2.2152997184977696,2.0663789863837145,4.578793835764406,63.0944709777832,80.1487,False,62
C,1,3,1.990320050560523,4.669690583635022,2.2009708540989976,2.2613691459709506,72.4826889038086,83.197464,False,62
D,2,4,2.109657456418223,2.122981401916008,4.655160769534828,2.174551006396436,68.34305572509766,88.371445,False,62
A,2,2,4.769727618522562,2.071616720069365,2.1508095404597904,2.0915792235005046,61.00471878051758,62.60695,False,63
B,5,2,2.062075589089138,2.2160897003758984,2.0665764818532466,4.578991331233938,22.13787544257167,71.291306,True,63
C,1,3,1.9905175460300553,4.669888079104554,2.2017608359771264,2.2615666414404827,72.2497329711914,83.197464,False,63
D,2,2,2.109854951887755,2.1237713837941365,4.65535826500436,2.174748501865968,54.8560676574707,55.193363,False,63
A,5,2,4.7699152392186175,2.0723672028535876,2.150997161155846,2.09176684419656,18.094565238718484,46.739853,True,64
B,5,2,2.0622632097851934,2.2168401831601208,2.066764102549302,4.579178951929994,18.593967347435626,71.291306,True,64
C,5,3,1.9907051667261109,4.67007569980061,2.2025113187613488,2.261754262136538,20.939237561113966,71.73625,True,64
D,4,3,2.1100425725838106,2.123959004490192,4.656108747788583,2.1749361225620234,51.52741622924805,55.005444,False,64
A,3,1,4.770628197863629,2.07254544251484,2.1511754008170985,2.0919450838578126,65.48516082763672,77.99709,False,65
B,3,4,2.062441449446446,2.2170184228213734,2.0669423422105546,4.5798919105750056,54.42525863647461,58.81453,False,65
C,1,1,1.991418125371122,4.670253939461863,2.2026895584226014,2.2619325017977907,58.42970657348633,63.556725,False,65
D,4,4,2.110220812245063,2.1241372441514446,4.656286987449835,2.175649081207035,46.44066563037327,77.82217,True,65
A,5,3,4.770797525541819,2.07271477019303,2.151852711529859,2.0921144115360026,20.656057658861844,47.28699,True,66
B,1,2,2.062610777124636,2.217695733534134,2.0671116698887446,4.5800612382531956,70.00702667236328,78.01848,False,66
C,5,3,1.9915874530493123,4.670423267140053,2.203366869135362,2.2621018294759807,16.13852187712306,71.73625,True,66
D,1,4,2.110390139923253,2.1243065718296346,4.656456315128025,2.1763263919197953,71.90484619140625,90.206245,False,66
A,4,1,4.771440970718942,2.0728756314873107,2.1520135728241394,2.092275272830283,60.89711380004883,75.93441,False,67
B,5,2,2.0627716384189165,2.2183391787112563,2.067272531183025,4.580222099547476,25.282110147251206,71.291306,True,67
C,1,2,1.991748314343593,4.671066712317176,2.2035277304296423,2.262262690770261,58.961265563964844,65.91968,False,67
D,1,4,2.1105510012175337,2.124467433123915,4.656617176422306,2.1769698370969177,71.67657470703125,90.206245,False,67
A,4,1,4.772052243637209,2.0730284497168774,2.152166391053706,2.09242809105985,60.72892761230469,75.93441,False,68
B,3,1,2.063382911337183,2.218491996940823,2.067425349412592,4.580374917777043,54.883941650390625,53.529297,False,68
C,3,3,1.9919011325731597,4.671219530546742,2.2041390033479087,2.262415508999828,62.039058685302734,80.3808,False,68
D,5,4,2.1107038194471004,2.1246202513534818,4.656769994651873,2.177581110015184,18.616892796875128,70.98233,True,68
A,3,1,4.772632952909562,2.073173627034966,2.1523115683717946,2.0925732683779383,64.7188720703125,77.99709,False,69
B,4,2,2.0635280886552714,2.219072706213176,2.0675705267306803,4.580520095095131,47.25591828353751,77.882675,True,69
C,2,3,1.992046309891248,4.67136470786483,2.204719712620262,2.2625606863179164,66.60160064697266,82.758095,False,69
D,5,3,2.110848996765189,2.1247654286715703,4.657350703924226,2.1777262873332726,48.98643112182617,48.66996,False,69
A,4,1,4.773184626718297,2.0733115454871496,2.1524494868239783,2.092711186830122,60.400516510009766,75.93441,False,70
B,1,4,2.063666007107455,2.21921062466536,2.067708445182864,4.5810717689038665,66.31146240234375,72.56792,False,70
C,1,1,1.9925979836999834,4.6715026263170145,2.2048576310724455,2.2626986047701,58.10996627807617,63.556725,False,70
D,3,4,2.1109869152173726,2.124903347123754,4.65748862237641,2.1782779611420082,61.58186721801758,84.0758,False,70
A,2,1,4.773708716836596,2.0734425680167243,2.152580509353553,2.092842209359697,68.23546600341797,81.39359,False,71
B,2,2,2.06379702963703,2.2197347147836584,2.0678394677124388,4.581202791433441,65.44586181640625,79.60584,False,71
C,5,3,1.9927290062295582,4.671633648846589,2.205381721190744,2.262829627299675,17.221126186772338,71.73625,True,71
D,3,1,2.111511005335671,2.1250343696533287,4.657619644905984,2.178408983671583,50.74275588989258,54.449196,False,71
A,2,1,4.77420660244898,2.0735670394198205,2.152704980756649,2.092966680762793,68.04191589355469,81.39359,False,72
B,4,2,2.063921501040126,2.220232600396042,2.067963939115535,4.5813272628365365,46.88213791831249,77.882675,True,72
C,3,3,1.992853477632654,4.6717581202496845,2.2058796068031277,2.262954098702771,61.352108001708984,80.3808,False,72
D,5,3,2.1116354767387673,2.125158841056425,4.658117530518368,2.178533455074679,48.91206741333008,48.66996,False,72
A,5,1,4.7746795937807445,2.073685287252762,2.1528232285895905,2.0930849285957343,55.58832931518555,74.588745,False,73
B,4,2,2.0640397488730673,2.2207055917278065,2.0680821869484762,4.581445510669478,46.76148790852802,77.882675,True,73
C,5,2,1.9929717254655952,4.672231111581449,2.205997854636069,2.2630723465357123,49.46916961669922,47.816387,False,73
D,2,4,2.1117537245717086,2.125277088889366,4.658235778351309,2.1790064464064436,65.97592163085938,88.371445,False,73
A,5,1,4.775128935545921,2.0737976226940558,2.1529355640308845,2.093197264037028,55.45663833618164,74.588745,False,74
B,5,2,2.0641520843143613,2.2211549334929828,2.06819452238977,4.581557846110772,23.042767388771615,71.291306,True,74
C,2,3,1.9930840609068894,4.672343447022743,2.2064471964012453,2.2631846819770063,65.6572265625,82.758095,False,74
D,2,1,2.112203066336885,2.12538942433066,4.658348113792603,2.1791187818477376,52.496517181396484,55.178177,False,74
A,1,1,4.775555810222839,2.073904341363285,2.1530422827001137,2.0933039827062574,71.04590606689453,83.99645,False,75
B,4,2,2.0642588029835904,2.2215818081699004,2.0683012410589994,4.581664564780001,46.525290938977726,77.882675,True,75
C,1,1,1.993510935583807,4.672450165691973,2.2065539150704745,2.2632914006462355,57.81128692626953,63.556725,False,75
D,4,1,2.1126299410138025,2.1254961429998893,4.658454832461833,2.1792255005169667,39.63407705269104,54.142685,True,75
A,4,1,4.77596134116591,2.074005724099053,2.1531436654358815,2.0934053654420253,59.4740104675293,75.93441,False,76
B,3,2,2.0643601857193583,2.221987339112972,2.0684026237947672,4.58176594751577,60.7337760925293,80.1487,False,76
C,3,3,1.9936123183195749,4.672551548427741,2.206959446013546,2.2633927833820033,60.70584487915039,80.3808,False,76
D,4,4,2.1127313237495704,2.125597525735657,4.658556215197601,2.1796310314600382,45.06132220723652,77.82217,True,76
A,5,1,4.7763465955618285,2.074102037698032,2.153239979034861,2.0935016790410046,55.073265075683594,74.588745,False,77
B,4,2,2.0644564993183376,2.22237259350889,2.0684989373937466,4.5818622611147495,46.295728507880504,77.882675,True,77
C,3,3,1.9937086319185544,4.672647862026721,2.207344700409464,2.2634890969809827,60.54886245727539,80.3808,False,77
D,2,2,2.1128276373485497,2.1259827801315754,4.658652528796581,2.1797273450590176,54.3089714050293,55.193363,False,77
A,5,4,4.776438093480859,2.074193535617063,2.1533314769538916,2.0938676707171267,11.613321179649585,46.185944,True,78
B,2,2,2.0645479972373684,2.222738585185012,2.0685904353127773,4.58195375903378,64.29047393798828,79.60584,False,78
C,1,3,1.993800129837585,4.672739359945751,2.2077106920855862,2.2635805949000134,69.13481903076172,83.197464,False,78
D,4,4,2.1129191352675805,2.126074278050606,4.6587440267156115,2.1800933367351396,44.83655025495567,77.82217,True,78
A,5,3,4.776525016503938,2.0742804586401418,2.1536791690462076,2.0939545937402055,21.1742778887628,47.28699,True,79
B,1,3,2.0646349202604473,2.222825508208091,2.0689381274050933,4.582040682056859,70.94918823242188,68.679634,False,79
C,4,3,1.993887052860664,4.67282628296883,2.2080583841779022,2.2636675179230923,45.425131226237696,76.048416,True,79
D,1,4,2.1130060582906594,2.126161201073685,4.65883094973869,2.1804410288274556,69.15277862548828,90.206245,False,79
A,2,2,4.776607593375863,2.074610766127842,2.153761745918133,2.094037170612131,60.443599700927734,62.60695,False,80
B,5,2,2.0647174971323725,2.223155815695791,2.0690207042770186,4.582123258928784,18.39463225137792,71.291306,True,80
C,5,4,1.993969629732589,4.6729088598407555,2.2081409610498275,2.2639978254107924,18.344246011645055,48.83362,True,80
D,5,4,2.1130886351625846,2.1262437779456103,4.658913526610616,2.1807713363151557,19.52174174570706,70.98233,True,80
A,4,1,4.776921385489179,2.074689214156171,2.1538401939464618,2.0941156186404597,58.759254455566406,75.93441,False,81
B,1,2,2.0647959451607014,2.2234696078091063,2.0690991523053475,4.582201706957113,67.38158416748047,78.01848,False,81
C,3,3,1.994048077760918,4.672987307869084,2.2084547531631427,2.2640762734391213,59.94398498535156,80.3808,False,81
D,1,4,2.1131670831909135,2.126322225973939,4.658991974638944,2.181085128428471,68.764892578125,90.206245,False,81
A,1,1,4.777219487996828,2.074763739783083,2.153914719573374,2.094190144267372,69.73399353027344,83.99645,False,82
B,3,1,2.065094047668351,2.2235441334360186,2.06917367793226,4.582276232584025,54.286991119384766,53.529297,False,82
C,4,3,1.9941226033878303,4.673061833495996,2.208752855670792,2.2641507990660337,45.121942536963225,76.048416,True,82
D,1,4,2.113241608817826,2.1263967516008515,4.6590665002658564,2.1813832309361203,68.57435607910156,90.206245,False,82
A,2,1,4.777502685379096,2.07483453912865,2.1539855189189407,2.0942609436129387,66.0779800415039,81.39359,False,83
B,4,2,2.0651648470139174,2.2238273308182857,2.0692444772778265,4.582347031929592,45.642476871653905,77.882675,True,83
C,4,4,1.9941934027333972,4.673132632841563,2.2088236550163587,2.2644339964483007,42.608559782004086,53.658653,True,83
D,4,4,2.1133124081633925,2.126467550946418,4.659137299611423,2.1816664283183873,44.3091199529524,77.82217,True,83
A,1,1,4.77777172289225,2.074901798506938,2.154052778297229,2.094328202991227,69.38054656982422,83.99645,False,84
B,2,2,2.0652321063922057,2.2240963683314394,2.0693117366561147,4.58241429130788,63.37385559082031,79.60584,False,84
C,2,4,1.9942606621116856,4.673199892219851,2.208890914394647,2.2647030339614544,66.02996063232422,68.2095,False,84
D,4,4,2.1133796675416807,2.1265348103247064,4.659204558989711,2.181935465831541,44.2086013503598,77.82217,True,84
A,4,1,4.7780273085297456,2.074965694916312,2.154116674706603,2.094392099400601,58.2252197265625,75.93441,False,85
B,1,2,2.06529600280158,2.2243519539689354,2.069375633065489,4.582478187717254,66.75230407714844,78.01848,False,85
C,1,1,1.9945162477491816,4.673263788629225,2.208954810804021,2.2647669303708287,57.26503372192383,63.556725,False,85
D,3,4,2.113443563951055,2.1265987067340806,4.6592684553990855,2.182191051469037,59.08494186401367,84.0758,False,85
A,3,1,4.778270114885367,2.0750263965052174,2.1541773762955083,2.0944528009895063,61.943233489990234,77.99709,False,86
B,2,1,2.065538809157201,2.2244126555578405,2.069436334654394,4.58253888930616,56.60409164428711,57.360752,False,86
C,4,1,1.9947590541048028,4.673324490218131,2.2090155123929263,2.264827631959734,40.62423690369925,52.81881,True,86
D,5,4,2.11350426553996,2.1266594083229857,4.659329156987991,2.182433857824658,27.35432178029384,70.98233,True,86
A,2,1,4.778500780923207,2.0750840630146774,2.1542350428049684,2.0945104674989663,65.433837890625,81.39359,False,87
B,2,2,2.065596475666661,2.2246433215956807,2.069494001163854,4.58259655581562,62.938453674316406,79.60584,False,87
C,5,3,1.9948167206142629,4.673382156727591,2.2092461784307664,2.264885298469194,11.181784171840288,71.73625,True,87
D,1,1,2.1137349315778002,2.1267170748324458,4.659386823497451,2.182491524334118,53.93825149536133,58.305485,False,87
A,1,2,4.778555564107195,2.0753031957506254,2.1542898259889554,2.0945652506829533,64.88529968261719,61.704597,False,88
B,1,2,2.065651258850648,2.2248624543316287,2.069548784347841,4.582651338999607,66.29718780517578,78.01848,False,88
C,5,3,1.9948715037982498,4.6734369399115785,2.2094653111667144,2.264940081653181,19.108949577700603,71.73625,True,88
D,1,2,2.1137897147617872,2.1269362075683937,4.659441606681439,2.182546307518105,56.11782455444336,62.41778,False,88
A,5,1,4.778763740206346,2.075355239775413,2.154341870013743,2.094617294707741,53.69430160522461,74.588745,False,89
B,1,3,2.0657033028754355,2.224914498356416,2.0697569604469916,4.582703383024395,69.61981964111328,68.679634,False,89
C,5,3,1.9949235478230376,4.673488983936366,2.209673487265865,2.2649921256779684,25.7160608552621,71.73625,True,89
D,4,1,2.113997890860938,2.1269882515931813,4.659493650706226,2.1825983515428926,39.47281750426133,54.142685,True,89
A,5,1,4.778961507500539,2.075404681598961,2.154391311837291,2.094666736531289,53.58975601196289,74.588745,False,90
B,2,2,2.0657527446989836,2.2251122656506093,2.06980640227054,4.582752824847943,62.51564407348633,79.60584,False,90
C,5,1,1.9951213151172307,4.673538425759914,2.209722929089413,2.2650415675015165,12.854480127708504,53.14704,True,90
D,3,2,2.114047332684486,2.1271860188873744,4.659543092529774,2.1826477933664408,51.69599533081055,56.54077,False,90
A,1,1,4.7791493864300225,2.075451651331332,2.154438281569662,2.09471370626366,68.20657348632812,83.99645,False,91
B,1,2,2.0657997144313547,2.2253001445800926,2.069853372002911,4.582799794580314,65.85408782958984,78.01848,False,91
C,5,3,1.9951682848496015,4.673585395492285,2.2099108080188965,2.2650885372338876,16.4551085632275,71.73625,True,91
D,4,1,2.1142352116139693,2.1272329886197454,4.659590062262145,2.182694763098812,39.45048178852113,54.142685,True,91
A,2,1,4.779327871413032,2.0754962725770847,2.1544829028154147,2.0947583275094126,64.67228698730469,81.39359,False,92
B,3,2,2.0658443356771072,2.225478629563102,2.0698979932486634,4.582844415826067,58.50543975830078,80.1487,False,92
C,2,2,1.9952129060953538,4.673763880475295,2.209955429264649,2.26513315847964,55.42435836791992,62.247253,False,92
D,2,4,2.114279832859722,2.127277609865498,4.659634683507898,2.182873248081821,62.65006637573242,88.371445,False,92
A,3,1,4.779497432146891,2.0755386627605494,2.1545252929988794,2.0948007176928773,60.97581100463867,77.99709,False,93
B,4,2,2.065886725860572,2.225648190296961,2.069940383432128,4.582886806009531,44.66823916711717,77.882675,True,93
C,2,3,1.9952552962788186,4.673806270658759,2.210124989998508,2.265175548663105,62.58253860473633,82.758095,False,93
D,1,4,2.1143222230431866,2.1273200000489627,4.659677073691363,2.18304280881568,66.62133026123047,90.206245,False,93
A,1,1,4.779658514844057,2.075578933434841,2.154565563673171,2.094840988367169,67.73213958740234,83.99645,False,94
B,2,1,2.066047808557738,2.2256884609712526,2.06998065410642,4.582927076683823,56.2300910949707,57.360752,False,94
C,3,3,1.99529556695311,4.6738465413330506,2.210286072695674,2.2652158193373966,58.19171905517578,80.3808,False,94
D,5,4,2.1143624937174783,2.1273602707232544,4.659717344365654,2.183203891512846,20.107081129299793,70.98233,True,94
A,2,2,4.779696771984634,2.075731961997149,2.154603820813748,2.094879245507746,59.82864761352539,62.60695,False,95
B,2,2,2.0660860656983147,2.2258414895335603,2.0700189112469967,4.5829653338244,61.841251373291016,79.60584,False,95
C,2,3,1.9953338240936869,4.673884798473628,2.2104391012579816,2.2652540764779734,62.29794692993164,82.758095,False,95
D,3,2,2.114400750858055,2.127513299285562,4.659755601506231,2.183242148653423,51.56038284301758,56.54077,False,95
A,1,2,4.779733116268182,2.075877339131341,2.154640165097296,2.094915589791294,64.50154876708984,61.704597,False,96
B,2,2,2.0661224099818627,2.2259868666677525,2.0700552555305447,4.583001678107948,61.71043014526367,79.60584,False,96
C,1,4,1.995370168377235,4.673921142757176,2.2104754455415296,2.2653994536121655,69.57612609863281,73.56107,False,96
D,4,4,2.114437095141603,2.12754964356911,4.659791945789779,2.183387525787615,43.11189213597431,77.82217,True,96
A,5,1,4.779871224545665,2.0759118662007117,2.1546746921666666,2.0949501168606646,52.89582061767578,74.588745,False,97
B,1,4,2.0661569370512334,2.226021393737123,2.0700897825999154,4.583139786385431,64.78570556640625,72.56792,False,97
C,1,3,1.9954046954466056,4.6739556698265465,2.2106135538190124,2.2654339806815362,65.92120361328125,83.197464,False,97
D,2,4,2.114471622210974,2.127584170638481,4.65982647285915,2.1835256340650977,61.89986038208008,88.371445,False,97
A,5,4,4.779904025261567,2.0759446669166137,2.1547074928825687,2.0950813197242732,21.403480798314156,46.185944,True,98
B,5,2,2.0661897377671354,2.226152596600732,2.0701225833158174,4.583172587101333,14.071525422743397,71.291306,True,98
C,1,2,1.9954374961625077,4.674086872690155,2.2106463545349144,2.2654667813974383,57.33255386352539,65.91968,False,98
D,4,4,2.114504422926876,2.127616971354383,4.659859273575052,2.1836568369287064,42.94819731030421,77.82217,True,98
A,1,3,4.7799351859416745,2.0759758275967206,2.1548321356029967,2.09511248040438,58.606197357177734,64.03259,False,99
B,4,2,2.0662208984472423,2.22627723932116,2.0701537439959243,4.5832037477814405,44.14334535009923,77.882675,True,99
C,3,3,1.9954686568426148,4.674118033370262,2.2107709972553424,2.265497942077545,57.59056854248047,80.3808,False,99
D,3,3,2.114535583606983,2.1276481320344898,4.659983916295481,2.1836879976088133,52.69077682495117,55.479668,False,99
